age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,target
53.61605780209656,4,130974.55541996715,12,13.0,4,4,0,4,0,-85.86251998317591,-3.9699332111916075,40.184663782993404,39,1
49.443971688348455,4,201580.2064975134,14,10.0,5,12,0,4,1,-69.90685625839387,-1.5327559007156246,39.969471267197505,39,1
37.63857169856748,4,120918.46447582863,3,9.0,2,7,1,4,1,-60.29267817369102,-3.7758001585522067,55.609581629899495,12,1
40.72322425582951,4,183780.40501807933,12,9.0,5,3,0,4,0,-56.366378376086104,-1.4291671550581113,61.472912940468106,25,0
54.790276092540665,7,177160.70744027325,5,10.0,6,10,0,4,0,103.19311509092282,-3.1362540336015026,40.26991118834816,39,0
31.09590553335174,2,326275.491173662,7,15.0,2,4,4,4,0,40.41056959751379,1.699394225791808,40.071998063098725,39,1
25.903004079670982,4,284933.24837049283,15,10.0,2,7,1,4,1,90.07956346309147,6.3759472664377075,40.01592845232364,39,1
25.89243571582821,4,520038.659627908,14,9.0,0,6,1,2,0,26.018318771486964,3.29417100486574,40.08528357199815,39,1
54.436861186163014,0,218910.96582913405,1,10.0,2,0,1,2,1,6138.333407241347,4.049254563074387,40.1212557874037,39,0
42.87293845452522,6,147120.1994847327,8,8.0,5,8,0,4,1,4485.373836218818,-4.382627309043993,40.105844341877294,39,1
33.514576934682324,4,67442.9111256261,11,9.0,2,13,1,4,1,14536.446813559634,3.2839671576040987,40.09707179974111,39,1
55.633377029803256,4,295841.7103314973,13,9.0,4,10,1,4,0,66.1999158834416,4.535937090737041,40.09429011557475,13,0
23.62662698231845,4,396639.19920940127,12,9.0,2,5,3,2,1,24.63204663455482,3.979970378653592,71.41582393757824,39,1
24.143663278469006,4,80451.37467423952,12,8.0,4,1,3,2,1,106.84795523332544,-0.704633909171563,40.0000745563571,39,0
18.931436225681313,5,288513.72071585443,2,13.0,4,4,3,4,0,7861.6869804671605,4.42165545952224,39.893377732314946,39,1
25.299872387286705,4,123507.05276930667,9,4.0,2,6,3,0,1,59.154022082527035,6.901817105969806,40.27857316859849,39,1
24.81121448696234,4,158759.91525616357,9,10.0,3,14,4,1,1,6733.0977019998445,5.800039912477645,39.80266629784538,28,1
25.789054955426785,4,79021.50968243244,4,13.0,4,3,0,2,1,3610.4826781810484,4.148227803345293,55.0887117861876,39,1
20.1469738021688,4,25091.25844276422,11,10.0,0,6,5,4,0,6969.642064012352,2.1633820957764174,40.08233152068138,39,1
51.0423041161197,1,157240.35270077127,15,10.0,2,3,3,4,1,100.60150148041991,-0.34615778868066677,40.20567075674916,7,1
45.84303241924518,1,291725.13240534323,11,8.0,1,4,1,4,0,94.55124834130679,-3.6805341771430555,39.879200211229374,39,0
27.827881932614353,4,260488.64360287052,15,13.0,4,3,3,4,1,43.8581237702247,2.5709340579042577,40.277042145991395,39,1
45.36460654215208,4,306863.2107195234,13,16.0,2,3,1,4,1,73.44111481189482,-0.7922529287290266,60.8832771498792,39,1
80.32203917699636,4,229281.28236875313,11,9.0,2,8,3,4,0,62.81476139977654,4.114915330279266,40.021188973876875,39,1
18.712372130782953,4,158938.02736545165,14,6.0,6,10,4,4,0,80.97075368228587,-1.965134103234795,40.052496493713264,39,1
18.087902234962623,4,159681.40293041227,11,9.0,2,14,1,4,1,129.00051964229917,1.9569666976824192,19.032851779601508,39,1
23.48297014833659,4,214527.34505394995,4,13.0,4,10,5,1,0,8568.922475280106,-4.6844581453940775,40.076666022153134,39,0
43.36965014416256,4,359256.61672511365,11,9.0,2,8,0,3,1,2756.427600170441,-1.6319845390435632,37.010350946953906,39,1
65.70857405703255,4,437482.6242397131,15,10.0,3,10,4,1,1,46.97806153839952,3.959737657999891,58.66297055157716,39,1
60.813997197842845,4,296807.7343990479,14,15.0,2,8,4,4,0,7834.4808956003435,4.894116348009103,39.92410710113482,39,1
51.86111566874497,4,110764.67972152773,15,14.0,0,1,3,4,0,-10.287036648847645,4.813293457079432,40.13183880245474,26,1
41.67979994616288,4,264405.17271279084,9,9.0,0,1,0,4,1,101.45408927418977,-1.5301866554978265,51.94876870533196,39,0
56.488843982702384,4,148852.99085387908,9,10.0,4,1,3,4,0,84.60478119630783,2.6831365074344236,40.16572040913439,9,1
30.533037177446605,4,73233.24160115447,11,10.0,2,7,0,4,1,109.96522351878177,3.640196185288119,53.32724698952116,39,1
33.20362556900569,4,165256.05037271106,9,10.0,5,4,5,4,1,7022.056376512114,-5.499300520167623,39.893261843089334,39,1
29.055804521595046,4,337188.6862609077,9,16.0,2,12,0,4,0,5361.809007131053,2.1551045558940864,40.18596643507985,39,0
38.40254733005197,4,206410.4734434139,12,13.0,2,8,1,4,1,2860.309930475152,1.7928376766414331,40.1918225133123,39,1
54.56258129088644,4,204020.13477563014,4,9.0,2,14,1,4,0,2593.539317815554,4.37802773005105,40.1977886441996,39,1
56.68651115247075,4,266054.74054662423,11,10.0,6,10,1,4,0,8702.112555280371,-2.4483319624921798,40.02862633924429,8,1
39.564325523359656,4,70798.63015798671,6,4.0,2,1,0,4,0,126.10490754670113,4.195193706172089,39.95566521403919,39,0
45.35351055359829,4,90935.4804395408,11,13.0,3,3,1,1,1,37.15861763308922,-0.7710129691724362,40.278715577008064,5,0
51.31741845319254,4,19061.751336459805,15,10.0,4,7,4,4,1,101.19371921889747,2.0759322973669114,48.45784119503964,39,0
20.97831376342273,4,68583.72858132422,11,9.0,2,1,0,1,1,65.14942138358552,1.436807317205167,40.22575461220484,39,1
21.17375153245051,4,79600.14172828176,12,7.0,2,0,1,2,1,16923.298879505874,-2.3066571239738445,40.22672044715205,39,0
22.56351727466002,0,184080.76127481434,0,15.0,4,4,1,4,1,69.84185847738402,2.7735932135662402,69.8231036012011,14,1
30.59507866732621,4,226474.97620287276,9,13.0,2,12,1,4,0,3969.8674850345897,-0.17207695793432154,40.28861708428584,18,1
20.90204657975629,7,114570.27428068964,15,2.0,6,0,3,4,0,16.535318812929667,6.4288832412417305,39.76480099658705,39,1
